((2, 0, 2, 0, 2, 0, 2, 0), (0, 2, 0, 2, 0, 2, 0, 2), (2, 0, 2, 0, 2, 0, 2, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 1, 0, 0, 0), (0, 1, 0, 0, 0, 1, 0, 1), (1, 0, 1, 0, 1, 0, 1, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BA990>,0.0
((2, 0, 2, 0, 2, 0, 2, 0), (0, 2, 0, 2, 0, 2, 0, 2), (2, 0, 1, 0, 2, 0, 2, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 1, 0, 0, 0, 1, 0, 1), (1, 0, 1, 0, 1, 0, 1, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268C5D721E0>,0.0
((2, 0, 2, 0, 2, 0, 2, 0), (0, 0, 0, 2, 0, 2, 0, 2), (2, 0, 0, 0, 2, 0, 2, 0), (0, 0, 0, 2, 0, 0, 0, 0), (0, 0, 1, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 1, 0, 1), (1, 0, 1, 0, 1, 0, 1, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BA3C0>,0.0
((2, 0, 2, 0, 2, 0, 2, 0), (0, 0, 0, 2, 0, 2, 0, 2), (2, 0, 0, 0, 2, 0, 2, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 1, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 1, 0, 1), (0, 0, 1, 0, 1, 0, 1, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BA4E0>,0.0
((2, 0, 2, 0, 2, 0, 2, 0), (0, 0, 0, 2, 0, 2, 0, 2), (1, 0, 0, 0, 2, 0, 2, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 1, 0, 1), (0, 0, 1, 0, 1, 0, 1, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BAB10>,0.0
((2, 0, 2, 0, 2, 0, 2, 0), (0, 0, 0, 2, 0, 2, 0, 2), (1, 0, 0, 0, 2, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 2), (0, 0, 0, 0, 1, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 1), (0, 0, 1, 0, 1, 0, 1, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BAE70>,0.0
((2, 0, 2, 0, 2, 0, 2, 0), (0, 0, 0, 2, 0, 2, 0, 2), (1, 0, 0, 0, 2, 0, 0, 0), (0, 0, 0, 0, 0, 1, 0, 0), (0, 0, 0, 0, 1, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 1, 0, 1, 0, 1, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BAC00>,0.0
((2, 0, 2, 0, 2, 0, 2, 0), (0, 0, 0, 2, 0, 2, 0, 2), (1, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 1, 0, 0), (0, 0, 0, 0, 0, 0, 2, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 1, 0, 1, 0, 1, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BAFC0>,0.0
((2, 0, 2, 0, 2, 0, 2, 0), (0, 0, 0, 2, 0, 2, 0, 1), (1, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 2, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 1, 0, 1, 0, 1, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BAF60>,0.0
((2, 0, 2, 0, 2, 0, 2, 0), (0, 0, 0, 2, 0, 0, 0, 1), (1, 0, 0, 0, 0, 0, 2, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 2, 0), (0, 0, 0, 0, 0, 1, 0, 0), (0, 0, 1, 0, 1, 0, 0, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BAF30>,0.0
((2, 0, 2, 0, 2, 0, 2, 0), (0, 0, 0, 0, 0, 0, 0, 1), (1, 0, 2, 0, 0, 0, 2, 0), (0, 0, 0, 0, 0, 0, 0, 1), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 1, 0, 1, 0, 0, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BB3E0>,0.0
((2, 0, 2, 0, 2, 0, 2, 0), (0, 0, 0, 0, 0, 1, 0, 1), (1, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 2, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 1, 0, 1, 0, 0, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BB320>,0.0
